	Adrenal-exp_g	Adrenal-exp_n	Adrenal-exp_t	Adrenal-l2fc_gtex	Adrenal-l2fc_normal	Adrenal-num_g	Adrenal-num_n	Adrenal-num_t	Bladder-exp_g	Bladder-exp_n	Bladder-exp_t	Bladder-l2fc_gtex	Bladder-l2fc_normal	Bladder-num_g	Bladder-num_n	Bladder-num_t	Brain-exp_g	Brain-exp_n	Brain-exp_t	Brain-l2fc_gtex	Brain-l2fc_normal	Brain-num_g	Brain-num_n	Brain-num_t	Breast-exp_g	Breast-exp_n	Breast-exp_t	Breast-l2fc_gtex	Breast-l2fc_normal	Breast-num_g	Breast-num_n	Breast-num_t	Colon-exp_g	Colon-exp_n	Colon-exp_t	Colon-l2fc_gtex	Colon-l2fc_normal	Colon-num_g	Colon-num_n	Colon-num_t	Esophagus-exp_g	Esophagus-exp_n	Esophagus-exp_t	Esophagus-l2fc_gtex	Esophagus-l2fc_normal	Esophagus-num_g	Esophagus-num_n	Esophagus-num_t	Kidney-exp_g	Kidney-exp_n	Kidney-exp_t	Kidney-l2fc_gtex	Kidney-l2fc_normal	Kidney-num_g	Kidney-num_n	Kidney-num_t	Liver-exp_g	Liver-exp_n	Liver-exp_t	Liver-l2fc_gtex	Liver-l2fc_normal	Liver-num_g	Liver-num_n	Liver-num_t	Lung-exp_g	Lung-exp_n	Lung-exp_t	Lung-l2fc_gtex	Lung-l2fc_normal	Lung-num_g	Lung-num_n	Lung-num_t	Pancreas-exp_g	Pancreas-exp_n	Pancreas-exp_t	Pancreas-l2fc_gtex	Pancreas-l2fc_normal	Pancreas-num_g	Pancreas-num_n	Pancreas-num_t	Prostate-exp_g	Prostate-exp_n	Prostate-exp_t	Prostate-l2fc_gtex	Prostate-l2fc_normal	Prostate-num_g	Prostate-num_n	Prostate-num_t	Skin-exp_g	Skin-exp_n	Skin-exp_t	Skin-l2fc_gtex	Skin-l2fc_normal	Skin-num_g	Skin-num_n	Skin-num_t	Stomach-exp_g	Stomach-exp_n	Stomach-exp_t	Stomach-l2fc_gtex	Stomach-l2fc_normal	Stomach-num_g	Stomach-num_n	Stomach-num_t	Testis-exp_g	Testis-exp_n	Testis-exp_t	Testis-l2fc_gtex	Testis-l2fc_normal	Testis-num_g	Testis-num_n	Testis-num_t	Thyroid-exp_g	Thyroid-exp_n	Thyroid-exp_t	Thyroid-l2fc_gtex	Thyroid-l2fc_normal	Thyroid-num_g	Thyroid-num_n	Thyroid-num_t	Uterus-exp_g	Uterus-exp_n	Uterus-exp_t	Uterus-l2fc_gtex	Uterus-l2fc_normal	Uterus-num_g	Uterus-num_n	Uterus-num_t	l2fc_gtex	l2fc_normal
ATP1A3	3.99168698986		8.81509052485	4.82348256274		125	0	76	2.74054137609	5.1167918169	5.51756350351	2.77702212742	0.400771686611	9	19	407	13.4604316973	15.9891734878	12.9858584419	-0.474573255359	-3.00331504586	929	5	689	3.08179796954	3.67256957917	5.77798336899	2.69616583785	2.10541341348	178	112	1097	7.07707290535	8.01026706431	6.42740563284	-0.649663243456	-1.58285740242	303	51	382	3.70137303661	6.41491671528	6.45178124874	2.75041837939	0.036827089992	271	12	182	3.31168245742	3.72268233215	5.66790713358	2.35622467616	1.94521811677	27	72	529	3.22158032707	3.2916915381	3.33906650308	0.117486118317	0.0472882895822	110	50	371	4.11785738301	5.79154241683	6.34070920039	2.22285181738	0.549166783559	287	59	515	4.23963852355	7.46987975382	7.38819683531	3.14855831176	-0.216617778581	165	4	179	3.36684952147	4.24650978887	4.13800992582	0.771160370867	-0.108499863054	100	51	495	3.42859267016	7.47517313269	5.9501460178	2.52155180185	-1.52502711489	556	1	467	5.10771858878	7.96451001052	7.10525484876	1.99753625998	-0.859421396765	173	36	413	11.7163030802		9.32030542455	-2.39584640302		165	0	154	3.18778716232	3.44321927994	3.68191639093	0.494128053651	0.238697383458	278	59	512	2.49020054009	3.37204455162	4.14423812922	1.65401998575	0.772193577608	78	23	181	2.11019403868	-0.0358363865309
ANO6	10.8646475054		11.2520587686	0.387745090496		125	0	76	12.0390465825	13.2922987116	12.2589887261	0.219942143536	-1.03330998549	9	19	407	9.46568802391	9.43285157697	11.2973409387	1.8316529148	1.86448936174	929	5	689	11.4321564265	13.2216424603	12.1267805205	0.694615774523	-1.09486421233	178	112	1097	11.3589038545	11.0372879252	11.9087336025	0.549832937239	0.871448866553	303	51	382	10.0258751482	12.1628947266	12.3038671679	2.27799883609	0.139587495531	271	12	182	10.4830519579	12.4698668344	13.5078057649	3.024753807	1.03782472523	27	72	529	11.2390222811	12.3489304257	12.53330155	1.29424971129	0.18429158974	110	50	371	11.6785130366	13.3451861986	12.2243325657	0.545819529196	-1.12085363285	287	59	515	10.5187214837	12.7313979217	12.7504673299	2.23174584621	-0.000345807392883	165	4	179	10.3618108339	12.2870905136	10.8984361137	0.536600943625	-1.38865439995	100	51	495	10.2102144015	11.2770943718	11.5767472101	1.3665328046	0.299652838246	556	1	467	9.9578039357	12.4015995117	12.384434711	2.42663077532	-0.0171674368997	173	36	413	9.52356918252		11.3779819157	1.85441326116		165	0	154	10.2956728438	11.091242468	12.1292269896	1.83361259241	1.03804322971	278	59	512	11.4867433605	12.9513829057	10.8476258326	-0.639181857067	-2.1037570731	78	23	181	1.33039125794	-0.00875662214627
ATP6V0A2	8.94733011758		10.214516714	1.26719194582		125	0	76	8.96153614263	9.971972181	10.0179067453	1.05637060263	0.0459345642636	9	19	407	9.08562708125	9.01836625751	10.1150972047	1.02947012347	1.09673094722	929	5	689	9.17105293601	9.96889926098	10.0471966627	0.876143715908	0.0782817536131	178	112	1097	9.23079121694	10.5561160127	10.3973359505	1.16654501022	-0.158779785501	303	51	382	8.86513698791	11.3246831274	10.4300140725	1.56490361485	-0.895464408791	271	12	182	8.52756421779	9.36162474397	9.93018001846	1.40261580067	0.56854069793	27	72	529	8.86932279786	9.14055604797	9.5989141062	0.729588845227	0.458327290147	110	50	371	9.48189419185	10.6292690625	10.4130240926	0.931129900778	-0.21624496985	287	59	515	9.26366494958	10.550310938	10.436868383	1.17320343338	-0.140085981972	165	4	179	9.03377541769	10.1080402649	9.9245469886	0.890763337461	-0.183493276278	100	51	495	9.80300030348	9.8237747674	10.2499997368	0.446998767022	0.426224969383	556	1	467	9.91653335902	10.5466390556	10.4098937174	0.493360358382	-0.136750197069	173	36	413	9.22126969033		10.5654699459	1.34422722868		165	0	154	9.01734197193	9.81752481495	10.4057355573	1.38839340292	0.588210886151	278	59	512	9.16041821773	10.0836693175	10.0190608682	0.858628386891	-0.0646084493356	78	23	181	1.04292036305	-0.100679323202
P2RY10	1.48724875891		1.57378605275	0.0906190739783		125	0	76	2.04289797891	5.77918699361	4.30640440369	2.26350642478	-1.47278258992	9	19	407	0.0	0.787188400829	0.993242942927	0.993242942927	0.206054542098	929	5	689	3.13340866917	5.20669821382	5.84956589552	2.7161541034	0.642857224066	178	112	1097	2.933858857	7.06023502144	4.91979948262	1.98604016402	-2.14033600043	303	51	382	3.42145202521	5.11464696349	5.42271119784	2.00220583655	0.142467131425	271	12	182	2.27951929244	3.43766605283	6.60055425172	4.32103495929	3.16257046315	27	72	529	3.54879329362	4.4641279946	3.61963634927	0.0708430474328	-0.844525262803	110	50	371	5.16694470802	6.85413686971	7.04284106232	1.8758963543	0.18870419261	287	59	515	1.61814956378	6.87635781033	6.0928510398	4.47470147602	-0.807285104322	165	4	179	2.79535530526	4.86735067018	4.1772219262	1.38186643036	-0.690128743987	100	51	495	2.61999305154	8.59610004034	4.99454150264	2.37454787607	-3.6015585377	556	1	467	3.6051460636	7.46708386467	6.94328801643	3.33814195283	-0.527600884035	173	36	413	0.777200074215		5.83823181394	5.06103357394		165	0	154	2.96083887053	4.57030043853	4.38371482477	1.42287264011	-0.186585402951	278	59	512	2.22364748777	4.41680536088	4.04797740211	1.82385434583	-0.368827958772	78	23	181	1.99412300028	-0.608864814011
GPR39	0.0		0.467978652159	0.542584790769		125	0	76	6.72182895082	7.97661419979	8.81929659235	2.09746764153	0.842682392558	9	19	407	4.93759677329	4.74251729045	4.93001036893	-0.0075864043523	0.187493078487	929	5	689	4.7587865437	7.67924839304	8.25143139618	3.49251753064	0.57217674251	178	112	1097	4.19732708659	10.4135676971	9.70723446432	5.50994005791	-0.706300552625	303	51	382	5.2614973468	9.47760225347	8.39393308366	3.13243969675	-1.08489771006	271	12	182	6.71207258394	8.32939175931	8.44961603014	1.7375434462	0.120036856319	27	72	529	7.72753722615	8.20620045341	8.56602781616	0.838465706017	0.359813459932	110	50	371	7.20660919372	9.85185182359	10.3721837018	3.16557450811	0.520331878231	287	59	515	7.28641964909	9.21082111359	9.80565085751	2.51923120841	0.588467799178	165	4	179	4.44708008881	6.86469771417	5.54278004408	1.09569192015	-1.32191767009	100	51	495	4.65891767227	3.04808482855	3.30061973868	-1.35829856022	0.252534910132	556	1	467	8.08778855906	9.23555110198	9.29592898124	1.20814042218	0.0412798706872	173	36	413	8.16367718682		8.10131437572	-0.0622129974668		165	0	154	5.28381811153	7.52069083748	7.73063811326	2.44681825684	0.209947576961	278	59	512	1.58090832148	7.14810203752	8.90299907681	7.31884530783	1.75489703929	78	23	181	1.91750554387	0.198720327724
S1PR2	7.28571697719		7.97934907219	0.69367031487		125	0	76	8.25233202506	10.1130666454	9.31134566637	1.05901364131	-0.801720979027	9	19	407	6.33875972385	6.59611038353	8.67300823882	2.33424851497	2.07689785528	929	5	689	8.3570058199	9.51007598302	9.24001346448	0.883004877094	-0.270083497032	178	112	1097	7.97653404449	8.55006988633	8.14136176547	0.164829224389	-0.408706617454	303	51	382	7.47229251711	8.28992129221	8.55656770792	1.0842752309	0.262075547255	271	12	182	7.24817491782	7.62820298081	8.12131318477	0.873138266952	0.493072879841	27	72	529	8.34264822752	8.73132960605	9.62647001449	1.28379592804	0.894321174467	110	50	371	9.83249412513	10.4294435516	10.1130792065	0.280585081366	-0.316364345117	287	59	515	7.47596204038	10.0068999468	9.82014707397	2.34418503359	-0.219785900174	165	4	179	8.54061814735	8.76161058773	8.2651754876	-0.275524584351	-0.496435100134	100	51	495	8.40715665872	10.0915198872	10.528510947	2.12135071425	0.436991059859	556	1	467	7.90567087928	8.66409861642	8.77016129403	0.864490414755	0.10599894139	173	36	413	9.97518751402		9.13763172534	-0.837555546838		165	0	154	7.66796410636	7.52304087505	9.41954110953	1.75157685314	1.89650057382	278	59	512	8.67508253999	10.0694350058	10.2952862001	1.62016819233	0.225851194329	78	23	181	0.9710092592	-0.0568934793919
ADRB2	4.43081691744		4.01995604631	-0.410836623719		125	0	76	6.38208888892	8.74472630494	6.94946251983	0.567373630908	-1.79526378512	9	19	407	6.14650728644	6.73101572618	7.05462338141	0.908116094974	0.32360765523	929	5	689	9.45608353131	9.33183722508	6.2794429601	-3.17726386757	-3.05239433113	178	112	1097	6.40522653003	7.11223865977	4.50533651163	-1.89985502834	-2.60686715808	303	51	382	8.4161419263	8.53593551287	7.42513785892	-0.991002787772	-1.13745675926	271	12	182	5.13458871982	6.16154401876	7.03933320749	1.90474448768	0.877755390074	27	72	529	8.17055298386	8.93932688472	8.10163736509	-0.0689290067603	-0.83769272111	110	50	371	9.00999522243	11.2606112672	7.89159472883	-1.1184004936	-3.36901653839	287	59	515	4.89149256459	7.86522931056	7.02233294023	2.13084037564	-1.0634447424	165	4	179	7.41094083713	9.7119109287	10.1308353402	2.7198928695	0.418924411542	100	51	495	9.80050245142	6.7582125535	6.01838794835	-3.78211593191	-0.73982460515	556	1	467	7.08499905131	8.70937992319	6.06189379702	-1.02310525429	-2.64752493173	173	36	413	4.32485573312		5.72095471363	1.39610132636		165	0	154	5.79485383106	6.30146517489	5.97223682664	0.177381227313	-0.329228348244	278	59	512	6.66718131022	7.25847322482	4.79202081046	-1.87516266916	-2.46645241436	78	23	181	-0.23988281524	-1.46636027219
ADRA2C	6.55445239799		7.44101088818	0.886800941324		125	0	76	6.79391294386	7.28807153217	5.72168816794	-1.07222477592	-1.56638336423	9	19	407	8.05297253004	7.88924698323	5.53241626335	-2.52055626669	-2.35683071988	929	5	689	7.67754743197	7.04103480972	6.3063677169	-1.37119873785	-0.734668163445	178	112	1097	6.09912931849	6.10322797537	6.51417710307	0.415049134115	0.41095047723	303	51	382	6.03352507027	6.05031162235	6.64899655939	0.61547214749	0.59413234956	271	12	182	9.43541576247	8.70155719427	7.88345860835	-1.55195715412	-0.819484830783	27	72	529	4.25625253351	4.41467944212	6.42629996739	2.17004716024	2.01113966528	110	50	371	7.16654860427	7.33395128455	5.65203250081	-1.51451610346	-1.68191878374	287	59	515	6.93439541764	9.25776256319	8.30641963713	1.37202421949	-0.960978894798	165	4	179	9.35360440934	8.27940736983	7.86440154974	-1.48921014388	-0.415005820088	100	51	495	7.6071421572	7.44539000217	7.01321795394	-0.593925313637	-0.432172048232	556	1	467	5.74991868772	6.54692437844	6.52292968154	0.77301099382	-0.0251843516673	173	36	413	7.32544755018		9.04545773573	1.72001054906		165	0	154	5.19655542343	5.37552358961	6.82503337275	1.62847782779	1.4495186281	278	59	512	9.75509612323	11.8547340003	9.48198258095	-0.273500391387	-2.37275141938	78	23	181	0.0707743713638	-0.777076497114
TBXA2R	8.42736021678		8.42483330137	-0.00158925553754		125	0	76	6.14809194305	7.33210842142	6.34874966281	0.200657719767	-0.983358758604	9	19	407	5.21836620939	5.32832757106	6.43820346367	1.21983725429	1.10987589262	929	5	689	5.9350383509	6.05820463408	6.57350178099	0.638462798557	0.515217509664	178	112	1097	6.33690820848	6.59283331561	5.97791394544	-0.358952955972	-0.614878063107	303	51	382	6.05739127722	7.31154109429	6.94580838457	0.888433992383	-0.370440831061	271	12	182	7.95556428741	7.38605166707	8.80164635426	0.846082066847	1.41537898736	27	72	529	8.05239748211	8.54427863681	6.97915570907	-1.07328490505	-1.56512330678	110	50	371	7.4948253132	8.07531458988	7.0135067562	-0.481318556995	-1.06180783368	287	59	515	5.17224738113	8.46829426191	7.55103541541	2.37878803428	-0.939764003909	165	4	179	6.65690608702	7.04527524908	5.91104687171	-0.745859807694	-1.13422837737	100	51	495	5.1334513688	7.65508032008	7.63585836685	2.50239721387	-0.0192219532383	556	1	467	6.40826422581	7.7618209395	7.38355023998	0.975286014162	-0.378274985163	173	36	413	5.06115491528		7.05323535352	1.99216327224		165	0	154	6.80301478499	6.41071457323	7.48195871468	0.678882970067	1.07125162585	278	59	512	7.20921579962	8.16088317691	5.76475842199	-1.44453892437	-2.39612475492	78	23	181	0.658672884312	-0.777321033508
PTAFR	7.18009656932		6.68310475482	-0.494019051435		125	0	76	7.31456548967	9.84972348661	9.69563238041	2.38106689074	-0.1540911062	9	19	407	6.61904178638	8.60202776677	9.41592433894	2.79688255256	0.813896572173	929	5	689	6.98031096162	9.30709565422	9.3840297338	2.40365776188	0.0769190861507	178	112	1097	7.34850884627	9.59628843376	8.83047615933	1.4819709487	-0.765808638789	303	51	382	8.33461922542	9.59819582563	10.077944749	1.74334606176	0.430298409431	271	12	182	7.7020450162	7.85700364029	10.0777346268	2.37568961064	2.22070429631	27	72	529	5.97166233976	8.11573818521	7.82180642042	1.85012223799	-0.294048693266	110	50	371	9.23630100584	12.0622530195	10.7120517694	1.47575076361	-1.35020125008	287	59	515	6.56497656303	12.1473924292	11.1389580118	4.57398144879	-1.02013573597	165	4	179	6.56219604344	7.82332323723	7.52184013855	0.959636264826	-0.301483098682	100	51	495	7.38855217727	10.731337044	8.97507076409	1.58651449561	-1.75626627994	556	1	467	7.09615269044	9.86476461755	10.3154962885	3.21934359809	0.450200683624	173	36	413	6.39276348291		9.33677674404	2.94419392239		165	0	154	6.24996767185	8.2137324113	9.31958768462	3.06955294515	1.10585603276	278	59	512	5.87427578128	8.14729389892	8.97047729316	3.09619602725	0.823183394239	78	23	181	2.37837825069	-0.224069899733
F2R	9.47090954318		10.1599532186	0.689044651213		125	0	76	7.70346892492	9.86340566411	10.1287699357	2.42530101078	0.265364271585	9	19	407	6.30720944864	6.80778417796	11.2512008479	4.94399139924	4.44341666991	929	5	689	9.17963976173	10.7074511962	11.5793864176	2.3996219771	0.871820573869	178	112	1097	8.38172832314	10.0080337771	10.9537757394	2.57204741948	0.945741965497	303	51	382	7.95717135637	10.3404210154	11.5686210937	3.61145425095	1.21702750735	271	12	182	10.0304881193	11.1887426911	12.6874776418	2.6569895225	1.49872040704	27	72	529	8.63917187227	10.0805549228	9.7862010317	1.14697851981	-0.294421516088	110	50	371	10.453022588	11.7941448893	11.2779543411	0.824931753063	-0.516190548265	287	59	515	7.8192447299	13.1783403137	12.8795900012	5.06034527135	-0.325791153614	165	4	179	8.56106121244	9.96554239277	10.2365210774	1.67545390928	0.27097868464	100	51	495	10.8584838761	12.4812766622	11.7093426196	0.850858724838	-0.771934042606	556	1	467	8.22450743711	10.4354754745	11.9458129214	3.72130548425	1.51033721262	173	36	413	8.65251800131		10.6079280388	1.9554604381		165	0	154	9.0920408843	9.54185411763	11.1716352947	2.07959442573	1.62978119367	278	59	512	8.56566679644	10.9099596427	9.89900445021	1.33333450469	-1.01095519252	78	23	181	2.23960820142	0.268171478113
NPY1R	10.2836293389		7.48540349763	-2.79822575855		125	0	76	5.41538277155	7.50471399922	5.07680147566	-0.338581295883	-2.42791252356	9	19	407	8.6844402686	9.17853804529	5.72229215992	-2.96214810868	-3.45624588537	929	5	689	8.97079555949	11.1586834434	9.74609130602	0.775235293368	-1.41294417453	178	112	1097	6.34905192946	8.30593042492	4.8136831927	-1.53536820084	-3.49224669629	303	51	382	5.23919396761	6.70129068794	3.78430035951	-1.45426958835	-2.91826383807	271	12	182	9.79723215681	10.8032913345	10.1707424854	0.373510328543	-0.632633831138	27	72	529	8.12597562771	9.00749928031	6.04593711393	-2.08004265904	-2.96157360267	110	50	371	6.28957166934	7.15573074771	4.98142568552	-1.30814598382	-2.17430506218	287	59	515	9.35091771305	8.91703871049	7.64046201933	-1.71045569373	-1.4033891024	165	4	179	6.59932920453	7.31191016248	6.14199856571	-0.457330649271	-1.16991159677	100	51	495	8.70314066013	7.65941078551	3.27322147495	-5.42991933339	-4.38618931056	556	1	467	5.94602421674	6.53587131286	4.77991128835	-1.16611292839	-1.75617318681	173	36	413	6.33094534672		6.21211617417	-0.118828592638		165	0	154	8.36655152616	8.43686486263	8.37953980227	0.0129883391884	-0.0573202791721	278	59	512	8.09127520226	9.26950130903	4.96567195275	-3.12560429314	-4.30382935627	78	23	181	-1.38120778608	-2.67308818081
AGTR1	10.4648890549		9.93432583108	-0.53010871914		125	0	76	9.08506480017	8.71926183213	4.35181973409	-4.73324506608	-4.36744209804	9	19	407	3.56857439139	2.91258041907	2.87774730972	-0.690827081672	-0.0348331093539	929	5	689	10.1879039526	9.54180591325	7.06442734056	-3.12347700572	-2.47737960017	178	112	1097	9.05038206056	7.36505082096	3.35912338271	-5.69125867637	-4.00592743677	303	51	382	5.64416385516	6.10029583512	3.95202882309	-1.69207604416	-2.14850735911	271	12	182	8.53264608684	8.58479296511	8.83991693044	0.307270843596	0.255022941126	27	72	529	11.2732770643	11.9182085042	10.7331486297	-0.540130164301	-1.18509190347	110	50	371	8.61339491644	8.91872352808	5.96933432232	-2.64406059413	-2.94938920577	287	59	515	6.99455571645	7.94169649591	7.1993791479	0.204823431453	-0.840313947828	165	4	179	7.19559504174	8.39002508134	8.71060327108	1.51486738168	0.320578189735	100	51	495	8.60094114141	0.0	3.02012678931	-5.58082941684	3.02012678931	556	1	467	6.54832621386	6.85821254934	4.69672551934	-1.85160069452	-2.16244956097	173	36	413	6.18021571752		4.78214619749	-1.3978932854		165	0	154	8.82884572287	7.68745564197	5.49176364456	-3.33709249888	-2.19569088298	278	59	512	6.94023008633	5.658950145	2.20410273397	-4.73614291965	-3.45484741103	78	23	181	-1.77183836934	-2.17907022197
NTSR1	1.21247989434		0.738749399293	-0.473616745801		125	0	76	2.79862340304	3.80537247537	1.71878087942	-1.07984252362	-2.08659159595	9	19	407	5.6434560301	7.59854651118	3.85037636414	-1.79307966596	-3.74817014705	929	5	689	0.915379007543	1.04163220938	2.14438946433	1.22900902245	1.10275712039	178	112	1097	9.48752874179	7.10064083115	4.6562583659	-4.8312258401	-2.44433792946	303	51	382	1.23500199781	5.21817008772	4.88999793842	3.65502008333	-0.328243265982	271	12	182	4.93661463778	3.91401457398	3.91819217502	-1.01842246276	0.00330549098378	27	72	529	5.16356567592	2.4459574165	2.29709257386	-2.86647775615	-0.152520725209	110	50	371	3.033538107	2.31623788113	2.55888677947	-0.474651327525	0.242648898338	287	59	515	4.75664046259	4.71322470069	7.23433870131	2.47769823873	2.4915158305	165	4	179	1.23302514949	1.6537072205	0.95645355932	-0.278084659048	-0.697253661179	100	51	495	2.89437525718	2.38997802794	3.43798909991	0.543613514428	1.04801107197	556	1	467	4.34194961689	4.81407510226	5.48164326916	1.13969365227	0.665181842532	173	36	413	5.07521852894		4.46462451444	-0.608076873982		165	0	154	1.5570599944	0.867066888337	1.07465063162	-0.482410448944	0.207587458392	278	59	512	0.730358835862	1.76307836519	2.99360318055	2.26324141094	1.23052481536	78	23	181	-0.474134036663	-0.0746076171124
CNR2	0.831356229646		1.11977797088	0.288431048162		125	0	76	0.927003057041	3.78502566165	2.24415329542	1.31715023838	-1.54087236624	9	19	407	0.0	0.0	0.833048339898	0.833048339898	0.833048339898	929	5	689	0.891297461793	2.44997819004	3.03835637762	2.14705858049	0.588377968425	178	112	1097	1.32162719924	5.52636061875	2.70654534146	1.38491833896	-2.81981508055	303	51	382	2.18949888027	4.13272481309	2.93961897459	0.750152940618	-1.20677646052	271	12	182	1.0998443142	2.88717118662	3.28185874074	2.18201442655	0.394158992401	27	72	529	3.13162292039	3.18314983771	2.30406860751	-0.827564488141	-0.879431704861	110	50	371	2.79325748974	3.95292828616	4.88290327986	2.08964579012	0.9299749937	287	59	515	0.0	5.13608827776	4.30623918112	4.30623918112	-0.996145199022	165	4	179	1.42308528216	2.69548997913	2.05584765564	0.632628695389	-0.639642323489	100	51	495	0.0	9.08561924975	2.79417879375	2.79417879375	-6.29144045599	556	1	467	1.50446842099	4.50785430424	4.74501521988	3.2405467989	0.230969426511	173	36	413	3.46505898678		7.94759996642	4.4831076725		165	0	154	3.75183537811	5.58164539645	3.7408256177	-0.0110124730033	-1.84081913016	278	59	512	0.670806764439	2.25906987413	1.96833095922	1.29752070092	-0.29073891491	78	23	181	1.35103428867	-0.937788451941
PTGER2	4.97912737506		4.03910381235	-0.939807258103		125	0	76	6.31134024588	7.14554455326	6.09356283213	-0.217777413757	-1.05198172114	9	19	407	3.05242923863	3.26150481438	2.6407983901	-0.411630848527	-0.62070642428	929	5	689	6.69044111213	7.56846430709	6.67760226761	-0.012854820758	-0.890889126519	178	112	1097	6.50080307318	9.11574745847	7.20563946804	0.704836460414	-1.91010792488	303	51	382	5.27540709062	10.0143299324	7.01273446315	1.73752189374	-3.00323200266	271	12	182	7.05038956536	7.69582847956	7.69511280594	0.644723240577	-0.000756791035735	27	72	529	5.68887513985	6.18970930921	5.08212413222	-0.60681957849	-1.10765396954	110	50	371	7.75317276693	8.64581938426	7.97580048456	0.222627717626	-0.670018899698	287	59	515	4.77242030936	9.45815746367	9.19689818548	4.42447787611	-0.262194414598	165	4	179	8.13636609487	9.05856234537	7.80623724545	-0.331493566007	-1.25232509991	100	51	495	5.48265094248	7.02306232213	5.21369360439	-0.268957341519	-1.80936871774	556	1	467	8.46838913763	10.2120971307	8.90233819553	0.433949057904	-1.31477544748	173	36	413	6.18430346268		6.76581280429	0.581509479292		165	0	154	5.92657228965	5.91137816722	5.63044075189	-0.2961435712	-0.280936740473	278	59	512	8.0259099748	9.47083843525	6.67945770583	-1.34655523922	-2.79138072942	78	23	181	-0.115316117258	-1.17998953473
